language,created_at,watchers_sum,forks_sum,count
Emacs Lisp,2011-03-07,2,2,2
Emacs Lisp,2012-03-26,91,73,87
Emacs Lisp,2009-06-18,1755,337,11
Emacs Lisp,2008-11-08,26,0,12
Emacs Lisp,2009-10-12,32849,5725,109
Emacs Lisp,2008-07-22,6,0,2
Emacs Lisp,2011-03-15,4,4,4
Emacs Lisp,2011-11-20,10,9,10
Emacs Lisp,2011-08-09,12,0,12
Emacs Lisp,2008-06-13,9044,1452,33
Emacs Lisp,2012-02-25,40,26,24
Emacs Lisp,2009-07-06,1803,308,14
Emacs Lisp,2009-03-23,12,2,1
Emacs Lisp,2010-03-24,14344,2083,40
Emacs Lisp,2012-03-15,20096,2713,488
Emacs Lisp,2010-08-17,654,190,20
Emacs Lisp,2009-06-11,2,2,1
Emacs Lisp,2009-01-22,98,45,5
Emacs Lisp,2010-05-12,74,34,21
Emacs Lisp,2008-10-27,8,2,1
Emacs Lisp,2009-04-10,4,0,4
Emacs Lisp,2012-02-06,3,3,2
Emacs Lisp,2011-04-23,11,6,5
Emacs Lisp,2009-04-30,11,0,6
Emacs Lisp,2010-01-04,810,166,15
Emacs Lisp,2009-07-01,5,1,1
Emacs Lisp,2011-01-28,1,1,1
Emacs Lisp,2008-11-29,4810,1094,33
Emacs Lisp,2010-01-03,45,7,6
Emacs Lisp,2011-08-11,11,7,7
Emacs Lisp,2012-01-09,72,26,8
Emacs Lisp,2009-03-30,918,66,6
Emacs Lisp,2011-11-03,47,41,19
Emacs Lisp,2009-05-11,12,8,8
Emacs Lisp,2011-09-02,74,30,11
Emacs Lisp,2011-08-21,56,36,29
Emacs Lisp,2011-03-13,1920,656,38
Emacs Lisp,2011-09-19,4,2,2
Emacs Lisp,2011-09-08,48,11,5
Emacs Lisp,2012-01-03,3,2,2
Emacs Lisp,2012-03-28,35,14,35
Emacs Lisp,2010-07-17,16,8,4
Emacs Lisp,2010-03-18,1,1,1
Emacs Lisp,2011-02-24,2,1,2
Emacs Lisp,2008-11-15,3,0,3
Emacs Lisp,2009-07-21,22,6,2
Emacs Lisp,2011-10-05,2,2,1
Emacs Lisp,2011-08-30,8,6,8
Emacs Lisp,2012-03-31,26,20,26
Emacs Lisp,2010-12-14,53,28,25
Emacs Lisp,2008-04-03,373,144,2
Emacs Lisp,2010-08-05,3,3,3
Emacs Lisp,2010-12-05,3,3,3
Emacs Lisp,2010-08-01,4,2,1
Emacs Lisp,2011-01-30,55,46,23
Emacs Lisp,2012-02-24,41,42,45
Emacs Lisp,2010-11-11,6,2,1
Emacs Lisp,2010-10-29,40,18,4
Emacs Lisp,2011-09-04,23,12,7
Emacs Lisp,2009-07-11,1,1,1
Emacs Lisp,2011-05-09,12,4,8
Emacs Lisp,2011-10-25,33,17,18
Emacs Lisp,2011-12-28,5,5,5
Emacs Lisp,2008-07-15,75,18,1
Emacs Lisp,2008-12-06,2,2,2
Emacs Lisp,2010-08-07,104,32,5
Emacs Lisp,2011-07-25,503,76,15
Emacs Lisp,2011-09-11,22,13,12
Emacs Lisp,2009-09-13,9,3,3
Emacs Lisp,2009-10-11,6,3,1
Emacs Lisp,2010-06-15,6,3,3
Emacs Lisp,2011-06-29,81,51,15
Emacs Lisp,2008-11-18,123530,55536,67
Emacs Lisp,2009-05-13,29,4,3
Emacs Lisp,2011-12-19,2,0,2
Emacs Lisp,2008-10-23,4,4,2
Emacs Lisp,2012-03-11,39,33,38
Emacs Lisp,2012-02-14,314,127,80
Emacs Lisp,2011-09-21,11,5,4
Emacs Lisp,2011-02-14,3695,449,28
Emacs Lisp,2010-03-02,0,1,1
Emacs Lisp,2010-11-10,89,40,15
Emacs Lisp,2011-10-28,100,68,32
Emacs Lisp,2011-03-31,8,1,4
Emacs Lisp,2011-08-20,247,56,17
Emacs Lisp,2010-01-28,50,25,5
Emacs Lisp,2009-07-28,75,7,1
Emacs Lisp,2011-11-29,2003,514,42
Emacs Lisp,2009-05-21,181,27,4
Emacs Lisp,2011-12-13,1,1,1
Emacs Lisp,2008-08-25,2833,709,16
Emacs Lisp,2010-07-15,21,5,3
Emacs Lisp,2011-02-01,52,44,40
Emacs Lisp,2011-10-26,8,10,8
Emacs Lisp,2011-09-23,11,11,11
Emacs Lisp,2011-12-07,4,2,2
Emacs Lisp,2010-02-07,36,8,3
Emacs Lisp,2011-11-01,134,24,10
Emacs Lisp,2011-04-05,6,15,5
Emacs Lisp,2011-01-10,1,1,1
Emacs Lisp,2011-06-22,29,14,15
Emacs Lisp,2010-07-14,1,1,1
Emacs Lisp,2012-01-11,35,24,24
Emacs Lisp,2011-03-18,61,13,13
Emacs Lisp,2010-06-01,2,2,2
Emacs Lisp,2010-10-28,9,6,3
Emacs Lisp,2009-07-19,2,2,2
Emacs Lisp,2010-01-19,10,1,1
Emacs Lisp,2009-01-18,686,139,7
Emacs Lisp,2011-01-06,1,1,1
Emacs Lisp,2009-10-03,4,2,2
Emacs Lisp,2011-06-27,3,3,3
Emacs Lisp,2011-05-27,9,2,1
Emacs Lisp,2011-07-22,3,3,3
Emacs Lisp,2009-06-30,8,3,2
Emacs Lisp,2011-12-18,13,9,5
Emacs Lisp,2011-07-16,2,1,1
Emacs Lisp,2009-12-14,174,50,7
Emacs Lisp,2010-05-19,7,6,1
Emacs Lisp,2011-05-21,1,1,1
Emacs Lisp,2011-09-07,16,15,15
Emacs Lisp,2010-01-08,1,1,1
Emacs Lisp,2011-10-08,14499,2142,72
Emacs Lisp,2010-04-07,1,1,1
Emacs Lisp,2010-09-23,38,34,32
Emacs Lisp,2011-08-26,2,2,2
Emacs Lisp,2009-03-01,3,0,2
Emacs Lisp,2010-01-12,2,2,2
Emacs Lisp,2010-08-16,5,3,3
Emacs Lisp,2011-11-04,767,101,25
Emacs Lisp,2011-08-18,1,0,1
Emacs Lisp,2009-02-18,369,69,6
Emacs Lisp,2010-07-30,162,24,3
Emacs Lisp,2011-11-13,6,5,4
Emacs Lisp,2011-07-03,3,1,1
Emacs Lisp,2010-08-14,199,19,4
Emacs Lisp,2012-01-21,8,4,6
Emacs Lisp,2011-02-17,2,2,2
Emacs Lisp,2012-01-18,20,7,18
Emacs Lisp,2012-01-15,101,32,32
Emacs Lisp,2011-02-03,5,4,4
Emacs Lisp,2012-02-17,19,18,17
Emacs Lisp,2009-11-12,65,8,1
Emacs Lisp,2012-01-28,49,35,47
Emacs Lisp,2011-05-22,3,3,3
Emacs Lisp,2009-07-04,173,18,2
Emacs Lisp,2010-05-09,6,3,3
Emacs Lisp,2010-04-26,10,5,5
Emacs Lisp,2010-09-02,1,1,1
JavaScript,2011-03-14,28917,5114,183
JavaScript,2009-11-12,127,25,4
JavaScript,2009-01-18,198,34,10
JavaScript,2012-03-19,484745,26148,5197
JavaScript,2010-12-10,3654,605,50
JavaScript,2008-11-09,61,5,1
JavaScript,2008-10-21,7777,995,12
JavaScript,2010-12-30,973,185,53
JavaScript,2009-11-14,212,30,6
JavaScript,2011-12-06,38481,4885,422
JavaScript,2008-12-21,6,2,5
JavaScript,2009-08-07,5,1,1
JavaScript,2010-04-12,10566,1386,20
JavaScript,2012-02-12,12202,3749,1037
JavaScript,2010-02-18,364,118,4
JavaScript,2011-03-25,24926,2257,223
JavaScript,2011-09-25,33431,7798,333
JavaScript,2011-03-15,15779,4126,405
JavaScript,2011-11-10,19179,3049,673
JavaScript,2012-02-13,8062,1807,1342
JavaScript,2010-01-25,15172,2629,50
JavaScript,2010-10-30,374,73,28
JavaScript,2009-06-17,43330,9483,59
JavaScript,2010-10-01,2998,389,26
JavaScript,2008-06-09,24335,6888,38
JavaScript,2011-01-04,10638,1552,99
JavaScript,2010-07-18,710,79,7
JavaScript,2008-12-27,76,18,2
JavaScript,2010-06-27,65446,4155,82
JavaScript,2010-03-04,85821,9727,78
JavaScript,2011-10-15,19185,2568,339
JavaScript,2010-06-08,10910,1974,66
JavaScript,2011-11-02,1069,458,349
JavaScript,2009-05-28,13114,1803,29
JavaScript,2011-05-21,2664,352,65
JavaScript,2010-09-11,95779,6938,81
JavaScript,2010-01-29,97365,10883,95
JavaScript,2010-10-22,7913,1517,86
JavaScript,2011-09-29,41782,11298,816
JavaScript,2008-12-17,124,0,34
JavaScript,2009-09-11,3638,692,38
JavaScript,2009-02-08,1,0,1
JavaScript,2009-01-08,679,117,10
JavaScript,2009-10-26,11,10,1
JavaScript,2009-01-23,3,0,1
JavaScript,2009-12-15,2989,293,41
JavaScript,2008-04-20,1150,121,5
JavaScript,2009-12-05,6457,750,37
JavaScript,2009-01-21,105,10,2
JavaScript,2010-05-14,236984,32913,256
JavaScript,2008-12-30,406,40,5
JavaScript,2009-03-11,42,5,2
JavaScript,2010-07-08,1737,266,31
JavaScript,2011-05-06,276658,17995,624
JavaScript,2009-04-19,114,70,14
JavaScript,2011-08-14,28961,2143,226
JavaScript,2012-02-26,15365,2807,1527
JavaScript,2008-08-17,234,62,7
JavaScript,2011-03-23,542,150,58
JavaScript,2009-07-05,4,2,2
JavaScript,2011-10-06,874,254,175
JavaScript,2010-05-28,20472,2757,46
JavaScript,2012-02-10,78619,7976,1459
JavaScript,2009-05-12,32,7,3
JavaScript,2011-04-29,83534,23849,230
JavaScript,2009-12-06,648,139,15
JavaScript,2011-12-16,3212,758,411
JavaScript,2010-02-07,75819,23782,164
JavaScript,2010-01-03,116,22,3
JavaScript,2011-02-08,4276,878,106
JavaScript,2011-05-26,10174,1859,333
JavaScript,2009-07-02,5,1,1
JavaScript,2008-07-18,73452,8983,75
JavaScript,2011-11-16,7782,2289,516
JavaScript,2012-03-29,3841,2249,2735
JavaScript,2011-01-02,1392,226,34
JavaScript,2012-01-09,1816,782,614
JavaScript,2011-01-10,12159,1496,54
JavaScript,2010-04-16,17912,3967,97
JavaScript,2011-03-16,2228,239,56
JavaScript,2010-01-31,358,80,15
JavaScript,2009-12-21,2456,202,12
JavaScript,2012-03-11,55594,5663,3482
JavaScript,2009-05-05,111596,14261,88
JavaScript,2011-03-30,30839,6273,266
JavaScript,2011-10-21,28187,3374,286
JavaScript,2010-02-20,2886745,391439,632
JavaScript,2011-08-07,1354,208,98
JavaScript,2011-06-13,10539,1248,192
JavaScript,2009-12-28,14399,2294,70
JavaScript,2010-12-06,341781,41594,400
JavaScript,2011-02-14,6644,716,95
JavaScript,2012-01-31,7436,1672,920
JavaScript,2010-03-18,31,6,6
JavaScript,2011-02-15,8290,586,94
JavaScript,2011-03-03,9267,1345,129
JavaScript,2012-02-04,293314,25847,1131
JavaScript,2009-02-11,999,118,8
JavaScript,2010-03-05,27432,6332,211
JavaScript,2011-01-15,859,257,30
JavaScript,2011-03-11,19097,1513,123
JavaScript,2011-12-02,3432,475,409
JavaScript,2010-06-04,49478,6508,148
JavaScript,2011-01-29,14183,997,54
JavaScript,2010-09-04,2009,222,27
JavaScript,2010-06-10,130964,7118,272
JavaScript,2010-01-13,10744,1581,43
JavaScript,2010-12-01,3583345,343272,1144
JavaScript,2010-12-07,1177,456,63
JavaScript,2010-11-20,4139,391,66
JavaScript,2009-12-19,1372,136,23
JavaScript,2011-08-09,690,232,60
JavaScript,2011-10-24,7784,2370,584
JavaScript,2010-05-10,413,18,8
JavaScript,2009-11-29,1698,279,26
JavaScript,2009-02-26,2884,337,7
JavaScript,2011-06-24,15079,3182,531
JavaScript,2012-02-03,85161,5358,1388
JavaScript,2010-01-08,2549,177,11
JavaScript,2012-03-10,43500,7787,3458
JavaScript,2009-03-01,23,8,1
JavaScript,2012-02-06,22680,5137,1003
JavaScript,2011-04-25,3299892,233716,1377
JavaScript,2009-09-08,374,31,15
JavaScript,2011-11-19,25754,1381,223
JavaScript,2011-12-04,16319,2395,463
JavaScript,2008-04-25,108,18,1
JavaScript,2009-09-04,7,7,7
JavaScript,2008-11-13,168,33,5
JavaScript,2011-07-31,2052,285,69
JavaScript,2011-11-23,17466,1301,414
JavaScript,2011-01-01,50141,6598,163
JavaScript,2008-08-25,7108,615,16
JavaScript,2009-12-08,337,32,10
JavaScript,2010-08-16,21202,2626,82
JavaScript,2008-02-11,49863,8973,30
JavaScript,2010-11-02,116862,82851,151
JavaScript,2010-07-10,67994,15913,141
JavaScript,2009-10-06,6727,699,35
JavaScript,2010-06-30,134,34,23
JavaScript,2009-10-27,59,12,5
JavaScript,2010-09-14,1958993,383815,761
JavaScript,2008-05-20,74,36,2
JavaScript,2010-08-19,44081,7101,262
JavaScript,2008-11-04,98189,7130,56
JavaScript,2010-11-30,443,123,88
JavaScript,2010-07-25,5228,620,39
JavaScript,2011-11-06,32620,2508,326
JavaScript,2010-06-12,9135,1608,79
JavaScript,2010-01-14,5358,216,19
JavaScript,2010-01-01,751,157,13
JavaScript,2012-03-09,7932,3700,3645
JavaScript,2010-07-30,228,71,33
JavaScript,2011-08-26,89962,5743,425
JavaScript,2009-07-27,58,15,4
JavaScript,2010-11-10,3699,595,96
JavaScript,2012-02-29,56902,5360,2772
JavaScript,2011-10-08,43550,3740,341
JavaScript,2010-11-15,904,232,69
JavaScript,2010-03-29,14320,3270,62
JavaScript,2009-11-16,32,5,1
JavaScript,2009-02-21,30,2,10
JavaScript,2009-06-23,68,22,3
JavaScript,2011-01-24,119399,4803,216
JavaScript,2010-07-20,3197,431,45
JavaScript,2011-08-02,82815,7517,576
JavaScript,2010-03-16,909,71,14
JavaScript,2009-06-14,2,2,1
JavaScript,2011-06-17,4785,1838,214
JavaScript,2010-03-11,2018468,213711,517
JavaScript,2010-07-01,5578,773,27
JavaScript,2010-07-16,17633,2503,93
JavaScript,2011-08-21,5551,924,319
JavaScript,2010-08-30,4744,1123,29
JavaScript,2009-01-26,171,25,9
JavaScript,2011-05-30,80193,23444,321
JavaScript,2010-12-17,2048,318,44
JavaScript,2009-09-02,187,26,4
JavaScript,2012-02-01,35568,3609,1246
JavaScript,2009-02-15,25,0,5
JavaScript,2010-09-24,94,50,24
JavaScript,2011-09-04,13394,2822,273
JavaScript,2010-04-20,8857,552,32
JavaScript,2010-09-23,1085,185,52
JavaScript,2010-08-17,21917,2939,68
JavaScript,2011-11-24,11711,3227,289
JavaScript,2010-04-01,18232,1973,32
JavaScript,2010-09-08,1355,249,48
JavaScript,2011-10-11,109970,12955,644
JavaScript,2010-04-06,798163,77286,606
JavaScript,2009-10-29,13706,1942,19
JavaScript,2011-07-03,11200,6174,409
JavaScript,2010-06-16,3278,136,18
JavaScript,2011-04-06,665802,60660,861
JavaScript,2008-03-06,192,15,1
JavaScript,2010-10-28,17421,2272,345
JavaScript,2009-08-31,106,29,6
JavaScript,2011-08-25,20072,1911,268
JavaScript,2010-12-18,1699,183,24
JavaScript,2012-02-22,24034,16739,2588
JavaScript,2010-02-15,42010,14125,90
JavaScript,2011-08-08,6892,1420,279
JavaScript,2010-07-12,9894,1239,60
JavaScript,2010-12-02,20358,2851,70
JavaScript,2011-02-04,3847,405,93
JavaScript,2011-02-11,788170,45737,640
JavaScript,2010-12-13,80387,6221,184
JavaScript,2011-03-04,3497,582,73
JavaScript,2008-05-04,735,144,9
JavaScript,2010-06-06,16,6,6
JavaScript,2009-09-01,26132,3514,88
JavaScript,2010-02-27,4270,3244,52
JavaScript,2011-03-07,320085,36070,568
JavaScript,2009-07-30,10,10,10
JavaScript,2009-08-03,153653,16849,136
JavaScript,2010-11-24,8044,676,127
JavaScript,2009-05-25,116,6,1
JavaScript,2008-10-23,36,3,1
JavaScript,2009-05-01,108389,24070,129
JavaScript,2011-06-28,2628,574,100
JavaScript,2008-09-23,95,12,1
JavaScript,2008-12-03,3685,1685,183
JavaScript,2008-09-03,1649,150,8
JavaScript,2008-06-08,60934,8977,60
JavaScript,2011-04-14,16123,1228,79
JavaScript,2009-04-22,423,29,41
JavaScript,2008-04-07,941,112,10
JavaScript,2008-10-10,262,10,1
JavaScript,2009-04-17,97,13,3
JavaScript,2011-08-27,1332429,55822,788
JavaScript,2010-06-28,243448,44512,184
JavaScript,2012-03-06,38398,6175,3880
JavaScript,2010-07-23,1283,174,79
JavaScript,2008-05-31,39,11,1
JavaScript,2008-11-10,28823,3812,36
JavaScript,2012-03-07,5292,2994,2752
JavaScript,2011-02-03,8875,1032,113
JavaScript,2011-04-07,21996,3160,173
JavaScript,2010-01-07,562726,79795,440
JavaScript,2009-02-03,1352,333,18
JavaScript,2008-07-11,97,26,2
JavaScript,2011-09-23,43478,3460,427
JavaScript,2010-03-13,252061,18162,411
JavaScript,2011-12-18,14751,1276,349
JavaScript,2011-11-09,16705,3125,383
JavaScript,2011-07-18,60077,6635,437
JavaScript,2008-06-07,387,198,2
JavaScript,2008-03-05,1228,333,17
JavaScript,2011-03-19,9828,1314,150
JavaScript,2011-05-05,130583,11344,241
JavaScript,2012-02-25,10174,2542,1242
JavaScript,2010-05-19,36297,3516,156
JavaScript,2011-12-28,5490322,814881,1139
JavaScript,2010-05-21,20267,15683,147
JavaScript,2008-08-22,54,16,1
JavaScript,2012-01-28,308368,28599,917
JavaScript,2009-11-22,61758,11734,69
JavaScript,2008-12-14,3587,838,11
JavaScript,2011-06-11,44432,4649,230
JavaScript,2009-03-17,63218,12019,117
JavaScript,2011-07-10,3544,272,77
JavaScript,2009-10-30,8642,1282,85
JavaScript,2011-08-11,6157,961,161
JavaScript,2010-02-22,9608,863,35
JavaScript,2009-12-30,3521,403,35
JavaScript,2009-01-28,65,16,2
JavaScript,2009-11-13,193,43,7
JavaScript,2009-10-02,48578,8509,109
JavaScript,2012-03-02,416144,25359,3123
JavaScript,2008-04-21,203630,31550,130
JavaScript,2011-07-14,10546,754,142
JavaScript,2009-09-18,39,7,1
JavaScript,2012-03-12,1156015,57553,6780
JavaScript,2011-04-20,1003,205,71
JavaScript,2010-07-28,1673,255,20
JavaScript,2011-03-28,248886,22623,365
JavaScript,2011-07-12,93086,7778,319
JavaScript,2008-06-12,6,2,1
JavaScript,2012-01-21,3293,988,393
JavaScript,2008-04-16,6159,480,23
JavaScript,2010-06-14,1025,485,82
JavaScript,2009-10-17,200,66,24
JavaScript,2010-03-09,5099,908,24
JavaScript,2011-02-28,546544,48900,505
JavaScript,2011-12-14,199679,13616,859
JavaScript,2011-11-07,9074,1488,426
JavaScript,2011-02-25,976360,48215,445
JavaScript,2010-12-05,907,97,17
JavaScript,2011-04-23,1512,239,47
JavaScript,2009-04-09,74,22,5
JavaScript,2009-12-13,31,3,2
JavaScript,2011-07-17,844,253,86
JavaScript,2011-06-29,10407,926,141
JavaScript,2011-07-05,13910,1091,229
JavaScript,2010-02-04,2459,262,20
JavaScript,2009-11-26,1013,77,13
JavaScript,2010-08-01,3356,362,22
JavaScript,2010-04-24,149,39,7
JavaScript,2011-06-14,4227,824,204
JavaScript,2011-07-22,27811,1162,294
JavaScript,2008-08-30,174,42,3
JavaScript,2011-07-19,50916,5681,280
JavaScript,2009-07-11,58921,18011,52
JavaScript,2010-04-26,255,33,7
JavaScript,2010-03-20,487,85,20
JavaScript,2008-11-22,34,4,1
JavaScript,2008-10-27,263,83,5
JavaScript,2009-03-08,5,3,1
JavaScript,2011-06-26,4074,1520,106
JavaScript,2011-12-25,3099,685,222
JavaScript,2008-08-03,57999,13119,39
JavaScript,2009-06-26,2391044,228673,428
JavaScript,2009-12-17,261717,41495,285
JavaScript,2009-03-07,316,60,5
JavaScript,2010-10-03,37750,3006,95
JavaScript,2010-04-23,41483,3395,102
JavaScript,2011-10-19,13892,2247,550
JavaScript,2009-11-09,3342,727,55
JavaScript,2008-01-31,146,16,1
JavaScript,2010-06-21,10744,1695,117
JavaScript,2010-03-07,9223,2273,33
JavaScript,2010-07-29,76206,8073,129
JavaScript,2010-11-14,576,70,17
JavaScript,2011-03-10,28623,2189,145
JavaScript,2010-11-27,1444,263,35
JavaScript,2011-05-20,16285,2406,376
JavaScript,2011-01-22,106085,14132,239
JavaScript,2008-03-08,713,74,3
JavaScript,2009-10-09,1055,120,8
JavaScript,2008-11-14,39,10,1
JavaScript,2008-06-29,462,99,4
JavaScript,2009-04-20,11140,3299,27
JavaScript,2010-05-17,21297,13644,69
JavaScript,2009-07-17,10,2,1
JavaScript,2009-06-19,1494,326,9
JavaScript,2009-08-18,126245,44034,353
JavaScript,2009-07-01,21,8,1
JavaScript,2008-11-07,243,88,3
JavaScript,2011-12-22,5664,1989,423
JavaScript,2009-06-09,8,2,1
JavaScript,2011-07-25,1641,689,173
JavaScript,2011-01-14,715020,73917,637
JavaScript,2010-10-25,42998,6794,117
JavaScript,2009-09-30,1704,540,63
JavaScript,2008-10-06,229,12,3
JavaScript,2011-05-31,7602,1082,122
JavaScript,2011-05-27,28657,3395,308
JavaScript,2010-05-03,14140,1707,97
JavaScript,2009-11-04,659,278,5
JavaScript,2010-04-15,64800,9491,100
JavaScript,2011-04-18,2791208,265024,902
JavaScript,2009-10-10,227,45,12
JavaScript,2010-12-09,4248,337,38
JavaScript,2011-06-21,14195,1310,147
JavaScript,2011-12-26,1546,532,251
JavaScript,2010-04-13,3486,772,46
JavaScript,2012-02-27,38168,4937,2528
JavaScript,2009-01-15,1987,164,9
JavaScript,2010-05-13,254,38,9
JavaScript,2011-11-22,24979,2591,478
JavaScript,2009-10-05,9244,1216,29
JavaScript,2009-03-29,2,6,1
JavaScript,2010-08-20,7939,622,68
JavaScript,2010-10-29,60180,4801,137
JavaScript,2011-04-04,79738,7666,408
JavaScript,2009-03-14,4,1,1
JavaScript,2010-02-28,436,107,13
JavaScript,2009-05-08,245,52,7
JavaScript,2010-09-19,438,83,17
JavaScript,2012-03-28,6543,3599,4077
JavaScript,2009-07-16,39,13,4
JavaScript,2010-07-09,24159,2861,85
JavaScript,2008-10-31,18,3,3
JavaScript,2009-10-01,234,73,10
JavaScript,2010-11-05,156,56,16
JavaScript,2009-10-14,72,9,2
JavaScript,2010-12-23,5725,783,101
JavaScript,2011-07-26,4010,875,144
JavaScript,2009-05-06,25,4,1
JavaScript,2010-11-23,6796,622,65
JavaScript,2009-05-10,32,12,3
JavaScript,2011-05-11,184646,23044,383
JavaScript,2011-06-10,45773,4124,342
JavaScript,2011-05-09,6634069,3412527,8588
JavaScript,2011-01-31,35582,3136,172
JavaScript,2010-10-20,1332,389,71
JavaScript,2010-04-08,12319,982,37
JavaScript,2010-07-22,96123,12660,279
JavaScript,2009-02-18,6,4,2
JavaScript,2009-12-10,32,29,13
JavaScript,2010-11-21,23178,2371,76
JavaScript,2008-06-24,9,0,1
JavaScript,2009-03-25,96,36,6
JavaScript,2011-09-12,175057,14051,413
JavaScript,2009-10-20,16533,1362,110
JavaScript,2011-09-09,11388,1801,429
JavaScript,2010-09-15,29257,3556,192
JavaScript,2010-09-27,2857499,323907,1000
JavaScript,2008-05-30,203,44,2
JavaScript,2011-11-03,6383,1171,792
JavaScript,2010-10-11,4348,385,44
JavaScript,2009-02-24,143,32,2
JavaScript,2009-04-23,19,10,2
JavaScript,2010-08-03,56004,6244,99
JavaScript,2011-06-15,4182,629,225
JavaScript,2009-10-07,4208,915,40
JavaScript,2010-10-07,3838,467,70
JavaScript,2012-03-08,20619,4331,3092
JavaScript,2009-07-03,76,22,4
JavaScript,2011-07-23,45356,5079,282
JavaScript,2010-12-15,215906,28758,314
JavaScript,2010-07-15,37594,3434,91
JavaScript,2009-02-23,917,138,11
JavaScript,2011-12-17,3974,1358,354
JavaScript,2011-06-07,182211,22969,370
JavaScript,2010-11-07,8306,942,72
JavaScript,2011-12-01,337058,25125,559
JavaScript,2009-10-12,16,7,3
JavaScript,2011-02-26,8263,1904,88
JavaScript,2011-11-12,44043,5858,305
JavaScript,2009-09-19,9,6,1
JavaScript,2009-06-13,3,1,1
JavaScript,2010-02-09,43832,5518,57
JavaScript,2010-04-27,6403,805,33
JavaScript,2011-09-15,4938,1847,278
JavaScript,2011-04-21,43538,6217,187
JavaScript,2010-01-26,15803,3033,81
JavaScript,2011-09-26,1755,817,333
JavaScript,2012-03-21,21822,4496,4090
JavaScript,2009-06-20,34,34,34
JavaScript,2011-05-17,76642,10061,229
JavaScript,2008-09-12,25,4,1
JavaScript,2009-07-06,21704,11681,70
JavaScript,2011-05-25,1413845,143057,921
JavaScript,2010-08-29,2905,466,24
JavaScript,2009-03-22,43,6,4
JavaScript,2008-10-22,2,0,1
JavaScript,2009-06-05,798,85,5
JavaScript,2009-02-10,228,36,5
JavaScript,2011-04-28,61285,7412,236
JavaScript,2009-07-08,53152,6928,70
JavaScript,2012-03-17,53980,4010,3917
JavaScript,2008-04-30,2396,250,5
JavaScript,2008-11-16,60,30,6
JavaScript,2012-01-23,14291,3124,796
JavaScript,2011-01-17,27634,3074,190
JavaScript,2010-11-08,6098,1556,171
JavaScript,2012-01-24,7660,2839,1307
JavaScript,2010-03-24,482,136,8
JavaScript,2011-12-05,14776,3015,1077
JavaScript,2011-01-25,5351,892,73
JavaScript,2012-02-09,4633,1853,966
JavaScript,2010-07-17,113049,4050,95
JavaScript,2008-12-22,54,22,12
JavaScript,2009-03-27,1679,602,62
JavaScript,2010-06-01,268172,14482,146
JavaScript,2010-04-17,2343,284,30
JavaScript,2012-01-05,16070,5936,949
JavaScript,2011-08-03,437,199,109
JavaScript,2009-04-29,118,23,7
JavaScript,2010-08-22,11854,1046,50
JavaScript,2009-11-05,11421,1674,54
JavaScript,2008-11-03,29196,3127,44
JavaScript,2010-04-29,482,133,20
JavaScript,2012-01-16,33751,5581,1130
JavaScript,2008-10-16,13,4,1
JavaScript,2011-12-30,10821,2070,428
JavaScript,2010-02-03,381530,65547,282
JavaScript,2010-01-19,2216143,542169,529
JavaScript,2008-10-18,99,16,1
JavaScript,2010-08-13,534,98,36
JavaScript,2009-12-14,4618,1009,34
JavaScript,2009-08-20,3909,661,16
JavaScript,2008-04-19,3715,393,9
JavaScript,2010-10-09,8789,1699,55
JavaScript,2009-03-05,34,9,1
JavaScript,2009-11-03,1810,204,68
JavaScript,2011-05-23,269615,24264,277
JavaScript,2011-09-08,8648,4222,614
JavaScript,2010-09-10,35868,2269,152
JavaScript,2008-08-26,5552,806,18
JavaScript,2009-11-10,1709,280,21
JavaScript,2010-09-13,7112928,1269832,1432
JavaScript,2011-10-13,37212,3341,408
JavaScript,2009-08-24,19,8,8
JavaScript,2008-09-10,8483,2472,23
JavaScript,2009-08-26,9,2,1
JavaScript,2009-03-02,19,2,7
JavaScript,2008-04-08,306,61,4
JavaScript,2009-05-31,1063,216,27
JavaScript,2010-01-12,7683,3934,62
JavaScript,2010-03-22,62915,9189,89
JavaScript,2010-04-21,297,25,15
JavaScript,2010-09-29,19117,1268,152
JavaScript,2009-01-25,76875,9965,92
JavaScript,2008-06-21,61,7,1
JavaScript,2008-09-16,151,20,2
JavaScript,2010-04-04,310,41,12
JavaScript,2011-02-21,6590,1165,156
JavaScript,2008-10-30,2,0,1
JavaScript,2009-07-13,3,1,1
JavaScript,2010-12-11,146,37,26
JavaScript,2008-08-19,147,42,5
JavaScript,2008-01-15,21,11,1
JavaScript,2009-04-01,933,335,26
JavaScript,2011-10-20,64894,4917,415
JavaScript,2010-09-05,426,93,28
JavaScript,2012-01-10,47608,5436,923
JavaScript,2008-12-05,394786,77146,255
JavaScript,2011-05-13,12066,1190,143
JavaScript,2010-08-26,1257,64,31
JavaScript,2010-12-03,100935,16495,132
JavaScript,2010-02-24,5044,688,100
JavaScript,2012-02-23,9847,2250,1488
JavaScript,2011-03-18,9293,1705,103
JavaScript,2010-05-08,134,8,2
JavaScript,2009-05-04,3,0,1
JavaScript,2012-01-29,1163799,66047,1704
JavaScript,2011-11-11,12251,2106,245
JavaScript,2008-07-30,49,11,1
JavaScript,2011-08-06,1768,460,159
JavaScript,2009-02-13,41,13,3
JavaScript,2009-09-23,1887,281,20
JavaScript,2010-07-13,7328,1814,112
JavaScript,2008-11-20,196,32,3
JavaScript,2009-03-21,2982,264,11
